funding_rounds,founder_experience_years,team_size,market_size_billion,product_traction_users,burn_rate_million,revenue_million,investor_type,sector,founder_background,outcome
0,20,199,16.099785876192364,148742,4.0822955051729375,218551.33261517834,angel,AI,first_time,Failure
2,13,150,70.4923187738134,278719,2.9162908672605696,1336897.6128189925,tier2_vc,SaaS,academic,Failure
1,1,163,15.73467491921014,443723,10.23777292244483,1372796.3291221485,tier2_vc,AI,serial_founder,Acquisition
3,13,278,2.9359844692088832,328313,38.214882615065434,1546257.55144908,angel,AI,serial_founder,Acquisition
1,2,14,37.07997578224212,296471,29.001052798243755,1265957.3652436507,tier2_vc,SaaS,ex_bigtech,Failure
2,2,100,9.04016484531011,295509,19.910021645782344,294184.4885889439,tier1_vc,Crypto,first_time,Failure
3,9,236,27.515999081085344,364216,5.355999972147498,639975.1266372175,tier2_vc,Climate,academic,Acquisition
4,22,214,6.357402819552322,130198,2.3303525576601034,307260.654144778,none,AI,first_time,Failure
1,15,249,20.10811454002628,380225,5.843566168286414,850971.087622485,angel,SaaS,first_time,Failure
0,10,151,76.17261899068373,201964,11.40639939517189,983140.1723091288,none,AI,first_time,Failure
2,7,224,12.915758810633537,246738,12.731778965121002,877257.4615019093,tier2_vc,Crypto,serial_founder,Failure
2,5,72,47.77838018468657,400044,8.057822398679248,1178612.7374617078,angel,Climate,academic,Acquisition
1,16,68,17.008129243480376,66717,5.424068295351396,56677.82796369384,tier2_vc,SaaS,academic,Failure
0,21,24,65.41352141665028,592241,2.201946484226825,760586.3963496821,angel,SaaS,ex_bigtech,Acquisition
5,15,100,5.036365174984721,142184,20.336587347240194,380942.4730887168,angel,Climate,serial_founder,Failure
3,2,47,28.754800425015826,213590,8.34914075184017,454945.64085253066,tier2_vc,AI,first_time,Acquisition
0,19,125,10.01832230492273,628944,7.045330469533074,1000133.7338326947,angel,Ecommerce,first_time,Failure
5,12,22,35.26355122589766,496356,4.997740081807644,1461378.9905697608,tier1_vc,Crypto,first_time,Acquisition
3,4,141,30.839149062571448,604079,13.169714758800144,1693877.6406072213,tier2_vc,Fintech,first_time,Acquisition
1,13,298,12.376118245071615,497643,61.374810098626796,394823.0928415636,angel,SaaS,academic,Failure
1,21,95,42.65202116965476,361427,18.563286001082965,456132.3719776154,angel,SaaS,ex_bigtech,Failure
2,10,183,9.22019309719664,118339,34.94189931476294,140466.70226474153,none,Fintech,serial_founder,Failure
4,17,153,18.045986042355693,663209,17.39261558921929,3046488.18332796,tier2_vc,Crypto,academic,IPO
1,4,237,17.91138746415488,437901,17.372231593456167,1308158.1416401889,none,AI,first_time,Failure
0,21,100,8.718185516113383,520925,17.742619239113377,723509.7438601867,tier1_vc,AI,academic,Failure
0,17,71,63.138987813170345,137649,23.323282136897383,174725.4554268994,none,Health,first_time,Failure
3,23,122,15.038211633026604,328287,67.87431136158568,1402096.5089996252,tier2_vc,SaaS,first_time,Acquisition
1,17,157,12.114094590417183,324693,4.829873819558653,1459142.4972736237,none,Fintech,first_time,Acquisition
4,0,69,9.682068952631106,179465,10.021858191906642,338698.4671917073,none,Crypto,first_time,Failure
1,20,247,44.23693904028688,149026,4.6524382114311,226727.08970109603,angel,Fintech,academic,Failure
3,5,242,3.5740266540357664,381395,14.635634285244267,488347.4423782301,tier2_vc,SaaS,ex_bigtech,Acquisition
2,5,216,37.26394030802191,266428,8.72810482929302,1295384.012202635,tier2_vc,Fintech,academic,Failure
1,17,5,27.3767321705426,388871,16.65806632374409,272541.5375185735,tier2_vc,Crypto,ex_bigtech,Acquisition
0,20,262,35.86638502570976,524380,3.810186739607887,670243.1876455907,none,AI,ex_bigtech,Acquisition
1,5,22,15.105586873497021,128706,54.07554113341499,202017.07028979182,tier1_vc,Ecommerce,first_time,Acquisition
0,16,284,16.43335337989865,325854,16.787706229967963,1045001.5769785589,none,Fintech,first_time,Acquisition
3,11,134,7.081628272184275,42134,13.261127569682271,209550.60302440575,none,Climate,ex_bigtech,Acquisition
1,12,280,14.498198488530493,178788,18.33833858760287,304481.1587086823,tier2_vc,Ecommerce,academic,Failure
1,6,260,12.833003106080264,356486,20.92230222129496,1351500.3514185234,tier2_vc,Crypto,academic,Acquisition
1,11,155,87.91301329178305,164394,42.54599656488901,713597.5806390422,none,Health,serial_founder,Failure
0,15,28,8.119287850141873,303719,11.633351563944622,1136631.7152652054,angel,Health,academic,Failure
2,6,32,16.71956731389208,74723,23.941187284962655,48894.757804478475,angel,Fintech,first_time,Failure
2,19,291,87.00949363242391,164012,14.072227390867095,786678.5979830964,tier2_vc,Ecommerce,academic,Acquisition
2,4,98,30.16815290877238,214722,16.61798587618172,829933.6671369246,tier1_vc,Health,ex_bigtech,Failure
0,5,246,20.66253285553417,216743,16.227182590819563,1033426.3941682017,tier2_vc,AI,first_time,Acquisition
4,24,231,21.473735401521324,138596,3.107781550534688,626321.8980935105,tier2_vc,Climate,ex_bigtech,Failure
4,22,69,28.98950700055962,110348,13.812680241733572,481640.4127958939,angel,Crypto,first_time,Acquisition
2,9,124,29.02795518483029,241843,21.064577659358694,567298.1694713464,none,SaaS,first_time,Acquisition
2,11,81,29.740896550232748,361029,14.790767851084599,544314.1585382075,tier2_vc,SaaS,first_time,Failure
3,1,203,58.95715198514256,337076,8.653768967491324,641129.1253718841,tier2_vc,AI,academic,Acquisition
2,1,155,35.448984455381016,155088,5.506079794388182,375083.7004914843,tier2_vc,Climate,first_time,Failure
1,14,24,4.8143604247491885,384518,6.891982820342319,1485243.8223588162,tier2_vc,Fintech,ex_bigtech,Acquisition
0,6,164,83.68064780644261,280520,8.710684582133831,779157.0049645283,tier1_vc,Health,academic,Failure
4,17,180,15.55941126951776,465002,25.785187787587155,500710.0282368551,tier2_vc,SaaS,first_time,Acquisition
1,10,195,7.6003767324233165,148904,21.713057591317526,426300.95411943377,angel,Crypto,academic,Failure
2,20,156,17.90201804426568,207106,6.364220001569698,760973.1926060601,tier2_vc,SaaS,first_time,Acquisition
2,7,128,27.539241878651396,121758,5.017441600804816,251170.6208159114,angel,Fintech,first_time,Failure
2,12,125,11.63045924652781,473652,16.826440032370524,1198996.9045645874,none,Ecommerce,ex_bigtech,Failure
2,16,155,98.98762669005909,526944,25.30372070473798,2475609.6769382497,tier1_vc,Climate,first_time,IPO
2,24,179,9.476905855625025,336586,5.161653779473425,1087855.5905138962,angel,Ecommerce,first_time,Acquisition
3,24,156,141.40080744787608,597956,17.877375676526597,709370.9837506961,tier2_vc,AI,academic,Acquisition
2,9,81,4.838173378939248,36854,9.981668133989919,149488.2364365828,angel,Fintech,serial_founder,Failure
1,10,76,19.96500926101848,592103,15.398178952050324,370977.2126518455,tier2_vc,Ecommerce,ex_bigtech,Failure
4,13,165,13.76154337959511,168812,26.36834115877576,374141.0557106963,tier2_vc,Ecommerce,first_time,Failure
4,0,150,2.895267725596486,439934,10.456785772173191,774308.07372039,tier1_vc,Crypto,first_time,Acquisition
1,18,66,237.10056529686875,233774,71.09948732489889,696525.8846514749,tier2_vc,Fintech,serial_founder,Acquisition
1,20,174,13.538381834831949,430123,6.598442407946879,1054588.1032998273,tier2_vc,Crypto,first_time,Failure
3,4,30,25.15234650822255,561300,7.725707186012286,1108783.54063163,tier1_vc,Fintech,serial_founder,Failure
5,7,292,168.32476083385282,598986,8.046285700125328,1240921.2499969595,tier2_vc,Ecommerce,academic,Acquisition
3,12,89,68.07138133103253,376498,6.849954911011305,722457.7435722434,tier2_vc,Climate,academic,Failure
2,12,92,48.023322979820705,211513,11.582147169428312,261866.9959975457,none,Ecommerce,ex_bigtech,Failure
2,12,42,14.917481438233592,69176,12.588236518678105,131683.81356869012,tier2_vc,Fintech,ex_bigtech,Failure
4,6,150,58.059846504983824,589985,6.551814334176333,537155.6711600842,tier2_vc,AI,first_time,Failure
1,21,120,18.23412424646678,251954,12.451136693509117,438984.48137832107,angel,Crypto,academic,Acquisition
1,10,52,105.1260899339395,472376,23.46559529970716,615581.7042065972,none,Crypto,first_time,Failure
2,14,119,12.403392143955623,225147,11.826848735656286,893279.1745310936,tier2_vc,AI,academic,Acquisition
4,0,163,12.525342253628514,206615,39.29151627034994,233945.4055010875,angel,AI,academic,Failure
0,16,58,22.213007585693248,787381,21.129213675015812,2021276.308331713,none,Crypto,ex_bigtech,IPO
2,7,31,28.76896452740617,169523,31.863104131208548,498555.56541636196,angel,Health,first_time,Failure
2,6,117,13.259787170644067,218637,11.101626413775987,234995.77384991955,none,Climate,first_time,Failure
3,20,287,60.14386214966156,93028,17.168710545450946,135376.1051290181,tier2_vc,Climate,ex_bigtech,Failure
3,20,84,15.904468503851366,249856,9.476323315557964,1154176.4621558012,tier2_vc,SaaS,first_time,Acquisition
2,10,104,12.84748835367505,230915,20.38589229335877,670884.6414948242,none,AI,first_time,Failure
0,7,155,21.6966237251698,446652,20.711415327270757,553284.7668958708,tier1_vc,Ecommerce,academic,Acquisition
3,21,127,10.906867192960192,255817,7.787958236434588,946882.2943596572,angel,Ecommerce,serial_founder,Acquisition
4,1,188,3.3448177565292676,457145,4.7872112624769505,2068492.3459930797,tier2_vc,Ecommerce,ex_bigtech,Acquisition
4,15,206,19.51420973190119,155734,36.01998471216943,763506.9553089176,none,Crypto,academic,Failure
4,19,258,11.469241472525633,125648,25.51941513562794,101185.76979418824,tier2_vc,Health,first_time,Acquisition
0,5,77,20.41447466936999,180144,7.643613842142859,631527.3690004527,tier2_vc,Crypto,academic,Failure
2,8,47,18.427110079220753,148234,14.843039542571097,738965.9932214288,tier2_vc,Ecommerce,ex_bigtech,Acquisition
1,14,123,12.725486129038888,382099,41.19270842785586,774165.7252668582,tier2_vc,Fintech,academic,Acquisition
3,22,74,32.60893265463693,163918,17.89525574789772,315232.7354674784,angel,Health,academic,Acquisition
5,22,46,28.152615724956203,79999,1.280259413467593,245038.52889252812,angel,SaaS,first_time,Failure
0,2,189,168.9126278527967,170262,3.9840438191498078,326179.73083182354,none,Climate,ex_bigtech,Failure
1,8,200,17.299184411015244,607018,17.61974113918827,2763555.423131551,none,Health,academic,Acquisition
2,12,195,37.44208627123466,86063,6.569005955558559,377694.1275950579,tier2_vc,Fintech,ex_bigtech,Failure
3,24,179,153.30306265016318,81027,14.565554109340589,149078.2215496905,tier2_vc,SaaS,ex_bigtech,Failure
1,3,23,3.2095266531055247,124042,2.1594384707349863,202205.3576754394,angel,Fintech,serial_founder,Failure
3,22,182,19.57853902857896,163018,13.48489078650318,709263.3301916771,none,Climate,academic,Acquisition
2,24,7,19.809684975404263,215184,5.475226909236506,1022469.2781663913,none,Ecommerce,first_time,Acquisition
3,21,34,79.66251582288055,290820,4.888712608044982,784543.1148675105,angel,Ecommerce,first_time,Failure
2,4,48,49.857442742796806,176033,6.872965754180127,390517.5376267775,tier1_vc,Crypto,first_time,Failure
2,9,269,1.5634976647023584,324610,29.359013280943525,672597.9787752164,none,SaaS,first_time,Acquisition
5,17,45,4.315562132214885,233083,13.325751725441329,642449.1765528138,tier2_vc,AI,first_time,Acquisition
1,17,197,37.67332022500894,496664,9.229382019094142,681324.8705152797,none,AI,academic,Acquisition
2,18,217,16.334994398136978,46556,14.75431715127766,195256.9627596662,angel,AI,first_time,Failure
1,22,145,57.798127031278085,194085,11.331169095104201,101822.20756934809,angel,SaaS,first_time,Failure
3,8,255,21.369846551390747,260555,10.930329066367609,285254.6420297685,tier1_vc,Fintech,first_time,Acquisition
1,14,73,12.06925771882244,491029,12.819469039594223,1402345.3899403622,tier2_vc,SaaS,ex_bigtech,Acquisition
3,20,203,32.565374006831966,349513,27.11156789589782,1616456.0099223505,tier1_vc,Health,first_time,Acquisition
4,12,123,9.108941872958983,163281,8.297519870819304,453267.47282998776,tier2_vc,Climate,first_time,Failure
5,3,251,23.542204679569586,478112,3.817909163489857,1301828.5485756716,none,Climate,first_time,Acquisition
3,20,267,38.057394525762234,637372,4.404203532722275,3096852.002256495,angel,AI,serial_founder,IPO
2,19,91,21.57114661853685,182583,5.796507145009756,429318.58949039434,none,SaaS,first_time,Failure
1,24,233,19.907614438899145,56633,8.67036712543664,38773.48466519054,tier1_vc,Climate,first_time,Acquisition
1,7,75,48.0210106018439,406878,20.357711418668586,1880897.6299312306,angel,Health,first_time,Acquisition
2,21,295,20.831327776625788,61503,5.230812702877624,118414.33866309578,tier2_vc,AI,ex_bigtech,Failure
2,10,40,6.037358514907423,172017,6.69958298914889,537552.9738108226,none,SaaS,serial_founder,Failure
3,10,245,11.574369269772642,486502,7.25211991378612,1174769.4458670772,tier2_vc,Ecommerce,academic,Acquisition
1,22,122,15.213336363477389,164486,66.63780970592946,706828.5705763939,none,AI,serial_founder,Failure
1,9,293,42.74960025670886,274759,6.7244151153637866,597177.6888498177,none,SaaS,first_time,Acquisition
2,11,142,13.90177372954086,422713,7.959361352179537,541209.2369661467,tier2_vc,Fintech,ex_bigtech,Acquisition
0,18,79,12.371235746145016,371867,8.804530105427892,1189387.4159962148,tier2_vc,Climate,academic,Acquisition
1,2,50,78.23115363537514,278947,8.77618447746743,1293443.1341603862,tier1_vc,Climate,first_time,Acquisition
2,22,5,6.2770530081534766,415788,12.841881758546531,1533199.0444290573,none,Fintech,first_time,Acquisition
2,2,51,1.2489478622398922,630003,8.074563142475151,722538.3987500527,none,AI,first_time,Failure
4,5,62,26.62620228181329,669907,25.920915659192854,2240130.54584869,tier2_vc,Climate,academic,Failure
1,16,193,34.153132977360265,795678,9.173987447630806,1086704.3874625484,tier2_vc,Health,academic,Acquisition
4,20,287,9.336236982288955,17362,14.284965527183903,70213.80290595004,tier2_vc,Fintech,first_time,Failure
1,23,87,11.750597705034364,403115,93.3605498715386,1495129.6091224623,angel,Ecommerce,first_time,Acquisition
2,15,288,10.527589115935063,351107,5.808258032319799,1458352.0747029795,angel,Fintech,first_time,Acquisition
3,21,2,56.3383758265176,315884,25.237908285201325,1535245.7075370008,angel,Fintech,ex_bigtech,Acquisition
4,15,104,67.92070831298695,296457,11.006108871315213,1092958.3210145233,none,Ecommerce,serial_founder,Acquisition
0,9,159,36.46029941222788,167543,21.565701241332956,713082.345230885,tier2_vc,Fintech,academic,Failure
4,23,129,6.2084692578077565,256527,5.601561587630111,290222.59729556565,angel,Climate,ex_bigtech,Acquisition
3,0,131,7.78764123928728,408800,13.33663094440543,1685055.5211269117,tier2_vc,Crypto,first_time,Acquisition
5,18,8,5.067139387701611,531357,12.566359289879859,1860095.0969884116,tier2_vc,Health,ex_bigtech,Acquisition
2,9,114,15.907658089816012,207457,2.3832504224117512,510369.441049598,none,Climate,first_time,Failure
3,15,120,5.651643495617735,374555,26.15350045411542,1288521.7386732635,angel,AI,academic,Acquisition
2,19,201,31.01614923313206,206727,25.203336908486218,230528.86511270152,tier2_vc,Ecommerce,first_time,Acquisition
2,7,194,19.98080622861384,308825,9.01671468328125,1049360.906234769,tier2_vc,Crypto,serial_founder,Failure
1,7,198,138.40374900016712,205952,12.733036232625976,630927.3553146482,tier2_vc,Ecommerce,ex_bigtech,Acquisition
2,17,46,13.233620744114406,165192,7.545074811768388,623482.3785741532,tier1_vc,Health,first_time,Failure
0,13,36,15.704865213748707,94177,4.640256094223092,143447.29758267204,none,AI,serial_founder,Failure
1,11,172,1.9086383004496625,233701,13.889122739921252,1103130.869029126,tier2_vc,Fintech,serial_founder,Acquisition
2,3,209,31.63072847402704,643069,22.118886798053875,2585988.3730861573,tier1_vc,Health,ex_bigtech,Acquisition
0,10,172,1.3234303586885272,237684,9.714785825765023,369973.2921283137,tier2_vc,AI,academic,Failure
3,24,294,19.961937248063794,213140,19.621420104741535,653379.7049206609,none,SaaS,first_time,Acquisition
0,11,133,27.772620963159884,53328,16.391052265627874,40536.61529185898,angel,Health,first_time,Failure
2,8,169,8.07698814022302,346370,20.198140299621947,1369307.1809259953,angel,Climate,academic,Acquisition
4,23,144,8.22828462306468,180538,14.993555523430173,719472.3952837456,angel,Health,serial_founder,Acquisition
2,17,48,10.233859535582177,67602,11.104585354616152,279986.7073253232,tier1_vc,Fintech,first_time,Failure
0,19,177,10.722561888967254,258666,11.320012880284033,421961.66651702125,none,Climate,ex_bigtech,Failure
0,19,161,4.205621889496279,303740,14.047051196608681,377460.67887895636,tier2_vc,Ecommerce,ex_bigtech,Failure
2,18,92,76.10832345541597,241675,10.798270624843171,690342.3646443646,tier1_vc,AI,academic,Failure
2,12,231,8.805354546686766,132606,5.580794196577948,450199.01137600874,tier2_vc,Health,first_time,Failure
1,5,184,22.144252670927333,39965,13.614625292890503,93669.35857641636,angel,Crypto,academic,Failure
0,5,193,20.24686127167544,98726,25.583337668878904,164762.4636927649,tier2_vc,Ecommerce,first_time,Failure
5,20,298,14.134211616222515,307504,14.054220297631877,924276.5445032391,angel,Ecommerce,first_time,Acquisition
3,1,248,25.957395509602744,284139,2.5487470963977032,363856.6111707152,tier2_vc,Climate,first_time,Failure
0,2,181,52.58317034853928,107010,3.6084363121094967,427673.4629897872,tier1_vc,Climate,first_time,Failure
2,7,201,14.603596194649498,47362,16.796456666660408,85752.04889935788,tier1_vc,AI,academic,Failure
2,20,12,25.999358227736902,311872,8.223368934442394,161269.17942941567,tier1_vc,SaaS,first_time,Acquisition
0,0,19,101.55715330650574,283417,32.51440071149647,456205.2791145114,none,Ecommerce,serial_founder,Failure
